@RELATION data/trained_models/paaSVC1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,non-snore}

@DATA
0.046892,0.002881,2.794688,0.218307,0.276486,0.248967,0.010505,0.026757,-28.924377,1.617163,0.043378,0.547104,0.390100,0.307065,0.262549,0.330105,0.138979,0.060030,0.053113,0.032096,0.067100,0.001691,0.000989,0.078427,0.001661,0.041426,0.001043,0.210566,0.000531,0.000636,0.002327,0.019144,0.000695,0.066297,0.025155,0.002805,0.235495,0.033638,0.029908,0.222098,0.007322,0.039529,1.484921,0.564666,0.377057,0.188020,0.181977,0.164463,0.181392,0.167809,0.144658,0.155652,0.151785,0.145320,0.141069,0.001722,0.001325,0.066010,0.002017,0.033025,0.001327,0.109654,0.000761,0.000623,0.002336,0.017314,0.001077,0.025075,non-snore
0.031622,0.001340,2.776269,0.187060,0.267903,0.150690,0.015211,0.017597,-31.192468,1.992935,0.207042,0.546413,0.374692,0.321668,0.291340,0.328831,0.131023,0.057332,0.053900,0.054546,0.063828,0.001357,0.000674,0.086884,0.001240,0.030220,0.000723,0.259533,0.000329,0.000411,0.001899,0.017114,0.000420,0.078825,0.020243,0.001299,0.229572,0.025886,0.025252,0.155210,0.010999,0.026230,1.493534,0.455346,0.291080,0.166808,0.169208,0.159064,0.168487,0.169781,0.134147,0.137102,0.128787,0.129737,0.126479,0.001524,0.001024,0.066756,0.001666,0.026581,0.000900,0.107092,0.000534,0.000473,0.002057,0.015636,0.000629,0.023763,non-snore
0.028293,0.028287,2.740060,0.205241,0.294579,0.068641,0.016349,0.003413,-27.978785,2.369943,0.534025,0.583895,0.362171,0.278571,0.275314,0.294361,0.158360,0.085261,0.096867,0.101548,0.059685,0.000802,0.000125,0.084640,0.000465,0.028193,0.000323,0.284360,0.000060,0.000206,0.001400,0.022975,0.000116,0.085820,0.015912,0.016317,0.221331,0.024779,0.012353,0.037960,0.011247,0.001373,0.880843,0.139719,0.164670,0.128270,0.146671,0.125771,0.139911,0.142735,0.122868,0.122870,0.117066,0.105069,0.118251,0.000826,0.000127,0.065724,0.000467,0.025940,0.000357,0.100206,0.000065,0.000218,0.001366,0.021446,0.000121,0.020829,non-snore
0.029023,0.047051,2.747710,0.216474,0.300573,0.076031,0.015769,0.003618,-26.690461,2.359145,0.571703,0.586615,0.360930,0.299697,0.277575,0.270345,0.152613,0.095525,0.062138,0.060584,0.032564,0.001539,0.000195,0.066348,0.000495,0.030300,0.000338,0.306892,0.000061,0.000212,0.001470,0.014655,0.000112,0.088996,0.018199,0.028929,0.225039,0.024734,0.010861,0.041673,0.010827,0.001501,0.746068,0.163690,0.173869,0.141337,0.136548,0.126480,0.137914,0.137100,0.135626,0.118004,0.125740,0.120894,0.116183,0.001654,0.000241,0.061284,0.000516,0.028037,0.000380,0.107246,0.000060,0.000233,0.001588,0.014318,0.000129,0.024311,non-snore
0.022797,0.040800,2.726482,0.185810,0.284259,0.051944,0.017595,0.003146,-27.563475,2.483506,0.531652,0.546690,0.317876,0.269787,0.247321,0.245533,0.136426,0.118690,0.104648,0.088793,0.051560,0.000702,0.000119,0.079925,0.000413,0.034653,0.000312,0.285443,0.000056,0.000196,0.001308,0.013483,0.000117,0.086270,0.013675,0.025090,0.233461,0.023868,0.013583,0.028026,0.012042,0.001321,1.014512,0.165692,0.192010,0.132704,0.134942,0.119365,0.134874,0.130350,0.118986,0.117730,0.111400,0.107702,0.108255,0.000758,0.000127,0.064970,0.000455,0.029209,0.000340,0.105300,0.000063,0.000210,0.001434,0.013564,0.000125,0.022813,non-snore
0.027275,0.040216,2.752818,0.214969,0.298631,0.073042,0.014116,0.003076,-27.696562,2.246909,0.586422,0.635897,0.391708,0.293350,0.248466,0.257143,0.148364,0.115380,0.122155,0.094516,0.048042,0.000584,0.000099,0.085058,0.000392,0.019737,0.000311,0.317160,0.000051,0.000180,0.001074,0.018350,0.000100,0.093843,0.017279,0.029258,0.206520,0.024664,0.011639,0.038027,0.010772,0.001314,0.841481,0.173342,0.175596,0.141746,0.137319,0.113573,0.131811,0.130200,0.114074,0.104860,0.113260,0.123353,0.117103,0.000649,0.000105,0.064259,0.000494,0.019879,0.000333,0.096436,0.000055,0.000223,0.001159,0.017883,0.000106,0.020652,non-snore
0.022052,0.025833,2.738921,0.183698,0.284158,0.046810,0.019373,0.003078,-28.447023,2.484150,0.484215,0.517514,0.307251,0.290341,0.279827,0.288276,0.172448,0.087306,0.064606,0.091691,0.052091,0.000642,0.000102,0.057853,0.000372,0.024190,0.000221,0.335460,0.000044,0.000153,0.001092,0.016447,0.000103,0.095233,0.013336,0.015310,0.223267,0.022634,0.012998,0.023621,0.012933,0.000925,0.908340,0.136596,0.150712,0.118988,0.125421,0.114013,0.144961,0.138870,0.121413,0.112403,0.121959,0.116510,0.107380,0.000641,0.000099,0.050049,0.000392,0.023642,0.000226,0.089899,0.000043,0.000167,0.001162,0.016551,0.000110,0.021246,non-snore
0.030524,0.032238,2.770289,0.212700,0.297091,0.085381,0.014691,0.004446,-27.655962,2.398764,0.442126,0.476308,0.275299,0.242841,0.272765,0.290991,0.154997,0.060023,0.047276,0.092393,0.049652,0.000946,0.000147,0.064633,0.000521,0.028034,0.000368,0.316479,0.000074,0.000222,0.001445,0.013949,0.000157,0.090892,0.019143,0.022511,0.214036,0.025284,0.012526,0.064368,0.010190,0.006308,0.788857,0.141725,0.141920,0.130572,0.127418,0.125420,0.144802,0.136804,0.128796,0.123612,0.113914,0.112306,0.111589,0.000919,0.000144,0.059303,0.000531,0.025438,0.000399,0.100038,0.000082,0.000232,0.001442,0.014248,0.000164,0.023138,non-snore
0.022419,0.022111,2.789071,0.181117,0.281479,0.051324,0.017632,0.003886,-28.268948,2.608478,0.520488,0.556243,0.352921,0.334362,0.328045,0.349555,0.204284,0.115101,0.104306,0.115661,0.078595,0.000882,0.000135,0.085589,0.000486,0.027101,0.000324,0.257968,0.000059,0.000211,0.001548,0.039245,0.000141,0.081651,0.012639,0.013711,0.207613,0.021920,0.013367,0.025396,0.011571,0.001105,1.001042,0.154419,0.157695,0.129520,0.132864,0.121737,0.147221,0.153132,0.127038,0.116511,0.111229,0.110724,0.107539,0.000936,0.000130,0.064081,0.000480,0.023226,0.000328,0.096761,0.000061,0.000226,0.001505,0.029239,0.000141,0.019978,non-snore
0.033089,0.045303,2.739977,0.214212,0.299715,0.078261,0.014633,0.003605,-26.576118,2.459288,0.441780,0.444755,0.281198,0.276188,0.286922,0.292524,0.174097,0.059494,0.060955,0.103917,0.075351,0.000900,0.000162,0.092932,0.000601,0.031634,0.000370,0.273620,0.000072,0.000254,0.001438,0.017467,0.000171,0.083963,0.017927,0.024489,0.221380,0.023774,0.011329,0.035514,0.009688,0.001145,0.704132,0.125932,0.135550,0.132058,0.123265,0.121486,0.144318,0.142760,0.125391,0.112025,0.113361,0.109831,0.117833,0.000857,0.000142,0.073195,0.000485,0.025373,0.000361,0.103641,0.000067,0.000219,0.001411,0.016850,0.000163,0.020409,non-snore
0.030537,0.047657,2.724632,0.206723,0.294059,0.075716,0.013385,0.003687,-26.365652,2.455249,0.460138,0.469893,0.298688,0.279067,0.287520,0.311565,0.167335,0.076814,0.079373,0.083837,0.043314,0.000942,0.000170,0.087287,0.000545,0.034657,0.000377,0.263949,0.000065,0.000226,0.001430,0.021302,0.000174,0.080378,0.014606,0.023865,0.235402,0.020008,0.010222,0.033005,0.008497,0.001160,0.737564,0.139721,0.147871,0.135022,0.137499,0.122806,0.150452,0.143178,0.128782,0.117778,0.116103,0.121907,0.115425,0.001004,0.000157,0.064511,0.000504,0.026515,0.000362,0.095107,0.000063,0.000205,0.001254,0.018802,0.000176,0.021430,non-snore
0.029680,0.051534,2.753931,0.195935,0.279008,0.093643,0.013256,0.004105,-26.169397,2.327368,0.459571,0.476020,0.331836,0.299824,0.282670,0.331095,0.152052,0.096999,0.068842,0.110947,0.048320,0.001015,0.000232,0.078879,0.000659,0.031564,0.000410,0.294008,0.000113,0.000312,0.001827,0.012577,0.000193,0.085765,0.015950,0.030889,0.199940,0.020837,0.010712,0.050879,0.008686,0.002070,0.656829,0.201024,0.183593,0.148543,0.157618,0.145636,0.145360,0.153197,0.135948,0.131349,0.123256,0.124692,0.127025,0.001000,0.000289,0.059615,0.000683,0.023712,0.000389,0.096512,0.000133,0.000329,0.001939,0.011582,0.000207,0.021122,non-snore
0.028473,0.028609,2.734514,0.211248,0.298740,0.071337,0.013289,0.003456,-27.220427,2.461228,0.489143,0.483566,0.305177,0.298525,0.306864,0.302293,0.166109,0.060482,0.058269,0.080946,0.032744,0.000963,0.000145,0.078119,0.000598,0.029947,0.000321,0.301312,0.000076,0.000221,0.001531,0.012962,0.000147,0.087782,0.014948,0.015786,0.202518,0.019368,0.009433,0.031047,0.008944,0.001266,0.688505,0.131372,0.138925,0.112961,0.128286,0.116717,0.124915,0.138192,0.124916,0.104811,0.111405,0.116686,0.109019,0.000848,0.000147,0.058497,0.000666,0.022184,0.000299,0.090566,0.000073,0.000231,0.001373,0.011776,0.000127,0.019781,non-snore
0.027076,0.022878,2.714867,0.204002,0.294837,0.065362,0.019585,0.003268,-27.895704,2.442609,0.439871,0.467136,0.300286,0.301120,0.279186,0.293133,0.164545,0.072690,0.064171,0.094993,0.042210,0.000871,0.000122,0.077350,0.000499,0.029707,0.000331,0.306442,0.000066,0.000210,0.001485,0.010818,0.000148,0.088874,0.015023,0.014748,0.218303,0.022572,0.011613,0.034204,0.013891,0.001283,0.830727,0.131331,0.136020,0.111846,0.120221,0.121215,0.141138,0.144874,0.127849,0.121970,0.106502,0.111065,0.111005,0.000867,0.000112,0.061195,0.000492,0.027175,0.000371,0.098776,0.000078,0.000210,0.001582,0.010895,0.000147,0.022321,non-snore
0.028887,0.026405,2.700918,0.209051,0.297030,0.069745,0.017511,0.003252,-27.858951,2.428730,0.462850,0.433184,0.299381,0.307878,0.292906,0.301707,0.171993,0.070055,0.057837,0.089073,0.039305,0.000731,0.000125,0.073636,0.000525,0.029335,0.000286,0.312053,0.000062,0.000198,0.001345,0.011097,0.000140,0.090108,0.016482,0.015969,0.232639,0.023544,0.011413,0.033831,0.011449,0.001197,0.804343,0.132854,0.138478,0.117823,0.130490,0.127102,0.153331,0.151185,0.126488,0.128130,0.123373,0.119504,0.115939,0.000785,0.000122,0.059162,0.000584,0.025414,0.000287,0.098031,0.000062,0.000219,0.001447,0.011668,0.000137,0.022104,non-snore
0.030149,0.030424,2.724854,0.214650,0.299575,0.075074,0.013332,0.003318,-27.585419,2.429344,0.505466,0.462298,0.303214,0.298470,0.281456,0.308907,0.175601,0.057566,0.059583,0.083386,0.038792,0.000821,0.000132,0.074717,0.000500,0.030900,0.000318,0.304689,0.000060,0.000172,0.001333,0.012240,0.000141,0.088014,0.015610,0.016935,0.220406,0.020819,0.010051,0.029624,0.009871,0.001163,0.717988,0.131258,0.142837,0.135041,0.134222,0.125953,0.137646,0.138700,0.132212,0.130267,0.120047,0.119863,0.109462,0.000815,0.000122,0.062037,0.000473,0.025969,0.000348,0.091122,0.000062,0.000173,0.001246,0.012414,0.000131,0.020991,non-snore
0.030309,0.029520,2.707138,0.207877,0.297182,0.070515,0.015171,0.003663,-26.972485,2.520680,0.476561,0.494089,0.296688,0.264866,0.279612,0.313019,0.169225,0.077629,0.098534,0.098899,0.036860,0.001112,0.000158,0.066452,0.000558,0.038080,0.000322,0.277950,0.000071,0.000257,0.001982,0.017394,0.000158,0.080504,0.016865,0.016845,0.220775,0.023258,0.012065,0.031935,0.010533,0.001286,0.784123,0.125603,0.160051,0.129915,0.124691,0.124971,0.142737,0.157583,0.126650,0.116137,0.129938,0.120913,0.119135,0.001111,0.000150,0.050447,0.000514,0.031557,0.000333,0.096637,0.000072,0.000264,0.001861,0.015835,0.000154,0.021830,non-snore
0.031391,0.045137,2.735986,0.209525,0.297805,0.077534,0.014804,0.004100,-26.280045,2.612596,0.539578,0.495850,0.282574,0.218146,0.226556,0.258505,0.167898,0.111412,0.142175,0.158779,0.085976,0.000977,0.000179,0.095851,0.000630,0.040920,0.000460,0.236952,0.000072,0.000532,0.002181,0.016983,0.000187,0.073439,0.014153,0.023407,0.223259,0.020045,0.009618,0.032486,0.010181,0.001405,0.684652,0.144436,0.163958,0.137941,0.132571,0.133106,0.131707,0.142151,0.127801,0.123573,0.131542,0.133665,0.127957,0.001006,0.000168,0.060380,0.000616,0.029208,0.000423,0.088715,0.000064,0.000536,0.002224,0.014454,0.000188,0.018990,non-snore
0.033040,0.030393,2.740884,0.218499,0.300619,0.085443,0.013765,0.003781,-27.288198,2.479684,0.490007,0.465649,0.285275,0.258428,0.270651,0.292593,0.149769,0.064654,0.057170,0.091428,0.032661,0.001061,0.000177,0.072159,0.000595,0.031368,0.000382,0.299275,0.000084,0.000287,0.002040,0.012827,0.000175,0.086891,0.015180,0.017256,0.204018,0.022449,0.010377,0.037028,0.009517,0.001493,0.674850,0.131884,0.153215,0.123865,0.139870,0.138303,0.143127,0.151189,0.122671,0.123105,0.125706,0.125617,0.116106,0.000991,0.000167,0.059808,0.000525,0.027494,0.000358,0.094649,0.000085,0.000283,0.002174,0.011256,0.000162,0.021195,non-snore
0.028898,0.042786,2.718665,0.207054,0.296129,0.071498,0.014994,0.003485,-26.758602,2.476317,0.469353,0.459705,0.280653,0.268400,0.266176,0.295644,0.175055,0.066506,0.077748,0.128908,0.056922,0.000895,0.000148,0.106694,0.000523,0.028029,0.000356,0.270686,0.000065,0.000232,0.001584,0.016636,0.000157,0.083859,0.015058,0.022689,0.251574,0.022758,0.011411,0.035437,0.009368,0.001294,0.810445,0.129263,0.154762,0.135008,0.125813,0.142879,0.155005,0.157483,0.137880,0.117943,0.109620,0.122084,0.120245,0.000849,0.000165,0.075030,0.000524,0.024421,0.000370,0.101050,0.000068,0.000247,0.001513,0.016671,0.000155,0.020320,non-snore
0.032435,0.044811,2.675043,0.212096,0.299159,0.077391,0.014877,0.003772,-26.587287,2.487905,0.492287,0.484286,0.329666,0.298898,0.280831,0.319239,0.186544,0.099109,0.065085,0.116842,0.046189,0.001054,0.000165,0.076883,0.000595,0.032872,0.000348,0.282577,0.000068,0.000229,0.001936,0.017457,0.000166,0.082815,0.016908,0.024855,0.217772,0.022062,0.009982,0.038270,0.010324,0.001502,0.666761,0.135412,0.144343,0.133603,0.131741,0.121939,0.143244,0.147811,0.130929,0.130098,0.124092,0.125841,0.117907,0.001071,0.000161,0.061521,0.000666,0.027056,0.000316,0.092181,0.000063,0.000230,0.001931,0.016194,0.000155,0.020186,non-snore
0.031059,0.042280,2.747745,0.214012,0.294117,0.093814,0.014788,0.004545,-26.553772,2.412109,0.529230,0.454756,0.324882,0.317558,0.306250,0.313226,0.151893,0.059440,0.056651,0.092548,0.031874,0.001068,0.000168,0.081269,0.000560,0.038156,0.000324,0.264173,0.000080,0.000232,0.002258,0.017304,0.000162,0.079697,0.016682,0.025290,0.222560,0.023868,0.010661,0.054469,0.009822,0.004814,0.673798,0.156940,0.160057,0.130635,0.136315,0.131128,0.154785,0.141374,0.137278,0.125791,0.132456,0.115439,0.128892,0.001034,0.000164,0.069023,0.000517,0.029058,0.000293,0.102739,0.000078,0.000212,0.002406,0.017551,0.000143,0.021791,non-snore
0.031717,0.020565,2.749411,0.214100,0.298522,0.084361,0.014558,0.003733,-27.881976,2.478716,0.453140,0.449291,0.289859,0.275533,0.268548,0.282860,0.161995,0.067843,0.052368,0.091091,0.033383,0.001089,0.000172,0.105997,0.000685,0.031054,0.000400,0.256541,0.000082,0.000255,0.002165,0.018990,0.000190,0.080408,0.016843,0.013177,0.225822,0.021544,0.010479,0.037072,0.010623,0.001461,0.716031,0.135688,0.134675,0.123260,0.138538,0.136672,0.144416,0.140397,0.133988,0.122492,0.122968,0.118097,0.125698,0.001049,0.000143,0.073441,0.000646,0.025790,0.000326,0.100310,0.000076,0.000228,0.002211,0.016309,0.000177,0.020287,non-snore
0.031127,0.051334,2.730492,0.214611,0.299308,0.080800,0.015885,0.003560,-26.208681,2.446704,0.457890,0.475547,0.295527,0.283971,0.285803,0.289189,0.172532,0.076136,0.072260,0.113489,0.068734,0.001078,0.000176,0.111829,0.000556,0.039094,0.000412,0.225222,0.000083,0.000245,0.001726,0.020208,0.000172,0.074133,0.017662,0.030005,0.224826,0.021873,0.010166,0.038433,0.010699,0.001540,0.737368,0.119871,0.152882,0.124650,0.126568,0.115028,0.152977,0.140080,0.117052,0.119902,0.113313,0.120378,0.118554,0.001123,0.000173,0.078735,0.000494,0.031133,0.000427,0.101000,0.000081,0.000233,0.001745,0.019701,0.000202,0.019991,non-snore
0.028766,0.038636,2.732207,0.206878,0.295759,0.070155,0.016578,0.003534,-26.845646,2.477578,0.468756,0.472406,0.291601,0.293225,0.290982,0.311075,0.164555,0.098407,0.034753,0.106714,0.046130,0.000953,0.000147,0.083625,0.000557,0.037414,0.000366,0.249004,0.000068,0.000231,0.002529,0.025450,0.000177,0.077450,0.016519,0.024017,0.216636,0.024845,0.012127,0.036982,0.011679,0.001477,0.764359,0.152092,0.142802,0.138170,0.140454,0.127793,0.148890,0.149049,0.129605,0.129857,0.119516,0.118654,0.117082,0.001004,0.000139,0.066883,0.000554,0.030408,0.000388,0.108028,0.000062,0.000250,0.002692,0.022170,0.000184,0.022671,non-snore
0.029628,0.032472,2.721517,0.197203,0.283419,0.108728,0.017904,0.008797,-27.095462,2.156136,0.327542,0.491749,0.251144,0.260173,0.261515,0.310753,0.140095,0.057528,0.041717,0.087371,0.082872,0.000939,0.000319,0.101595,0.000731,0.033038,0.000464,0.260203,0.000135,0.000285,0.001443,0.011662,0.000252,0.081478,0.017415,0.019575,0.232077,0.021637,0.015964,0.096618,0.013183,0.014437,1.027157,0.278234,0.195536,0.131731,0.139381,0.134455,0.146343,0.141201,0.118760,0.116201,0.123331,0.114216,0.126432,0.000973,0.000421,0.078288,0.000753,0.030501,0.000466,0.111786,0.000176,0.000265,0.001538,0.010568,0.000282,0.023407,non-snore
0.029191,0.064917,2.729601,0.221782,0.302652,0.078864,0.018085,0.002997,-26.585592,2.268627,0.563313,0.545120,0.327328,0.257500,0.237663,0.266268,0.154348,0.128642,0.103799,0.095969,0.042329,0.000677,0.000122,0.079453,0.000403,0.039091,0.000287,0.272623,0.000057,0.000184,0.001063,0.013612,0.000110,0.083202,0.019975,0.039733,0.227575,0.029535,0.011831,0.055037,0.013868,0.001806,0.835563,0.163118,0.179888,0.134824,0.134303,0.116528,0.141699,0.136786,0.129032,0.114962,0.117699,0.105126,0.114272,0.000882,0.000140,0.067223,0.000474,0.033208,0.000343,0.115116,0.000066,0.000233,0.001223,0.015176,0.000130,0.024368,non-snore
0.027216,0.025924,2.745264,0.203524,0.293237,0.067062,0.017067,0.003361,-27.780867,2.423607,0.529435,0.540457,0.323251,0.277323,0.235050,0.221244,0.094948,0.101061,0.090544,0.087072,0.034646,0.001066,0.000128,0.068691,0.000605,0.030299,0.000377,0.304074,0.000068,0.000224,0.001463,0.015533,0.000132,0.088229,0.016415,0.016605,0.230840,0.024409,0.012778,0.035129,0.011749,0.001426,0.938519,0.150995,0.184356,0.129729,0.138368,0.121966,0.139590,0.133187,0.124402,0.115304,0.119101,0.118556,0.118012,0.001181,0.000138,0.058608,0.000670,0.027131,0.000413,0.101621,0.000067,0.000239,0.001576,0.015506,0.000139,0.022572,non-snore
0.036301,0.037375,2.740345,0.242322,0.309010,0.114295,0.013501,0.003468,-27.107550,2.205058,0.606460,0.551444,0.323521,0.268991,0.249018,0.258718,0.152373,0.129188,0.091264,0.085166,0.065021,0.000861,0.000132,0.084988,0.000670,0.036547,0.000408,0.266773,0.000075,0.000225,0.001315,0.016450,0.000142,0.081423,0.019450,0.023899,0.206265,0.027849,0.010007,0.061408,0.010620,0.001619,0.824500,0.186439,0.183700,0.144890,0.145076,0.124997,0.133715,0.150551,0.125849,0.120506,0.118324,0.112237,0.117764,0.001025,0.000123,0.069238,0.000868,0.029757,0.000468,0.108420,0.000080,0.000238,0.001509,0.016107,0.000147,0.023605,non-snore
0.046342,0.000446,2.758271,0.230163,0.285265,0.233696,0.012491,0.024621,-32.550691,1.976744,0.346268,0.520151,0.190790,0.197145,0.198653,0.167800,0.101543,0.086014,0.086654,0.089561,0.075341,0.002323,0.000532,0.076014,0.001406,0.053402,0.002882,0.196011,0.000307,0.000851,0.001945,0.014290,0.000464,0.064190,0.027001,0.000783,0.265350,0.036753,0.020615,0.197001,0.009276,0.031114,1.173218,0.391514,0.271363,0.180399,0.188809,0.143241,0.192743,0.151817,0.157864,0.158540,0.133986,0.144294,0.138120,0.003337,0.000822,0.061277,0.001848,0.036496,0.005554,0.110250,0.000442,0.001054,0.002191,0.013343,0.000546,0.023586,non-snore
0.030896,0.000679,2.740150,0.213129,0.291789,0.115045,0.020359,0.009656,-33.255868,2.216107,0.515406,0.513461,0.331914,0.269439,0.249994,0.249192,0.121350,0.107444,0.083312,0.079531,0.049690,0.000703,0.000135,0.092440,0.000521,0.040330,0.000359,0.248846,0.000091,0.000221,0.001205,0.014157,0.000140,0.079212,0.021181,0.000646,0.233125,0.027912,0.013851,0.109079,0.015244,0.017193,1.056712,0.243626,0.201618,0.163556,0.162011,0.134643,0.147012,0.141813,0.126587,0.119080,0.110090,0.110097,0.112808,0.000791,0.000159,0.073157,0.000655,0.031587,0.000436,0.117724,0.000136,0.000268,0.001350,0.014828,0.000168,0.023131,non-snore
0.036426,0.025817,2.782779,0.249389,0.299431,0.155670,0.011324,0.004620,-27.407048,2.013686,0.530141,0.532252,0.318844,0.205358,0.212870,0.179402,0.144906,0.131914,0.147812,0.114143,0.067471,0.000667,0.000127,0.073029,0.000433,0.034844,0.000355,0.298091,0.000083,0.000215,0.000872,0.007947,0.000136,0.088299,0.022087,0.015171,0.202905,0.025649,0.010617,0.102406,0.007770,0.008747,0.809593,0.258934,0.169644,0.153139,0.143970,0.132163,0.130619,0.113253,0.124323,0.129874,0.131273,0.113990,0.110453,0.000655,0.000117,0.062986,0.000447,0.030386,0.000348,0.111484,0.000098,0.000192,0.000847,0.008094,0.000139,0.024083,non-snore
0.034714,0.048183,2.737781,0.238896,0.311905,0.096191,0.016023,0.003155,-26.531603,2.232042,0.490341,0.554341,0.331222,0.253820,0.199937,0.187204,0.147969,0.141370,0.106846,0.102884,0.072235,0.000759,0.000127,0.086885,0.000483,0.034570,0.000424,0.283618,0.000080,0.000233,0.001204,0.010391,0.000141,0.086090,0.021885,0.033350,0.232246,0.029192,0.011539,0.055542,0.012834,0.001693,0.880938,0.169688,0.158690,0.141530,0.137983,0.117026,0.111996,0.108679,0.104752,0.113663,0.126138,0.117070,0.103628,0.000778,0.000136,0.071928,0.000492,0.029817,0.000490,0.118599,0.000081,0.000244,0.001290,0.011750,0.000149,0.024670,non-snore
0.033711,0.040604,2.725766,0.237708,0.310119,0.100932,0.016214,0.003271,-26.879025,2.223769,0.513616,0.541218,0.336285,0.279413,0.199787,0.182548,0.143480,0.162375,0.147380,0.098063,0.056002,0.000770,0.000136,0.075201,0.000498,0.038569,0.000420,0.279318,0.000084,0.000236,0.001213,0.011622,0.000144,0.083215,0.020126,0.023697,0.218085,0.026930,0.011006,0.057735,0.011589,0.001749,0.882904,0.175281,0.151553,0.125875,0.138412,0.124837,0.122908,0.123362,0.120711,0.120063,0.114117,0.106163,0.115350,0.000811,0.000158,0.065528,0.000564,0.030735,0.000499,0.112494,0.000093,0.000223,0.001347,0.012223,0.000158,0.024080,non-snore
0.029573,0.052987,2.736398,0.225688,0.306717,0.081216,0.018367,0.002895,-26.699165,2.262261,0.507058,0.541566,0.350634,0.278827,0.196410,0.162538,0.142934,0.180494,0.149063,0.106646,0.049980,0.000758,0.000107,0.075000,0.000448,0.032875,0.000351,0.296523,0.000074,0.000216,0.001061,0.013090,0.000126,0.087036,0.017401,0.035174,0.208521,0.027871,0.012533,0.048536,0.014364,0.001513,0.924139,0.182685,0.169082,0.139493,0.141243,0.122308,0.131315,0.111986,0.114824,0.137195,0.134733,0.114973,0.109122,0.000822,0.000110,0.065598,0.000542,0.029479,0.000371,0.112538,0.000070,0.000234,0.001245,0.015051,0.000139,0.025070,non-snore
0.039047,0.008578,2.707234,0.231944,0.303199,0.151230,0.013465,0.012206,-28.551965,2.255843,0.481324,0.585888,0.374584,0.301015,0.191314,0.121899,0.093795,0.120530,0.125875,0.065861,0.074838,0.001305,0.000163,0.073419,0.000764,0.038826,0.000506,0.269248,0.000119,0.000281,0.002382,0.013123,0.000183,0.079607,0.020775,0.005357,0.236726,0.025542,0.020371,0.136926,0.008901,0.024839,0.834725,0.204441,0.183825,0.166204,0.165040,0.132772,0.126405,0.119347,0.139192,0.115214,0.111861,0.122603,0.125317,0.001454,0.000152,0.061484,0.000655,0.028594,0.000472,0.094175,0.000123,0.000251,0.002509,0.010932,0.000187,0.020737,non-snore
